frame_path,mean_brightness,brightness_std,contrast,low_key_ratio,high_key_ratio,saturation_mean,saturation_std,hue_mean,hue_std,color_temperature,edge_density,center_brightness,vertical_symmetry,horizontal_symmetry,texture_contrast,texture_homogeneity,dark_regions_count,bright_regions_count,face_count,face_area_ratio,largest_face_y_position,dof_variance
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_002498.png,76.56677215189873,54.358345073575954,0.7099469322637922,0.6072982594936709,0.06931698312236287,0.0,0.0,0.0,0.0,0.4999999996734876,0.03776371308016878,7.034203586497895,0.760743670886076,0.7687896086704724,14.720805095488862,0.018787754954153774,5,5,1,0.03908887130801688,0.42563291139240506,531.5399312696269
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_002724.png,78.66056170886075,49.018896624330104,0.6231699278151908,0.6293380801687763,0.05441060126582278,0.0,0.0,0.0,0.0,0.49999999968217873,0.025955959915611813,13.031052215189874,0.8646683420203525,0.8250259576404402,10.337618860420678,0.02050886527323896,1,5,1,0.1237407700421941,0.3401898734177215,459.10405296426563
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_002975.png,69.72106408227847,56.263147519999094,0.8069748816929264,0.7204970991561181,0.09533227848101265,0.0,0.0,0.0,0.0,0.4999999996414283,0.03126318565400844,30.18716376582279,0.7764619529246297,0.8199444134193762,12.357244060034343,0.01794028919703761,5,4,1,0.05950026371308017,0.2610759493670886,589.3775550204407
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_004555.png,50.282608122362866,30.25033407688415,0.6016063037762331,0.874729694092827,0.0002109704641350211,0.12107726793248945,1.775517351906188,0.6867286392405063,9.809336540493168,0.5000322186987569,0.007430116033755274,9.031869725738403,0.8939343923223297,0.9141180607264002,6.272201094050499,0.03242559272648196,1,0,0,0.0,0.5,4.470738707851073
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_004959.png,79.28024789029536,45.58382926714088,0.5749708208874519,0.5359902426160338,0.005129219409282701,0.007977320675105485,0.4548753382250027,0.044218090717299575,2.485804143402346,0.5000010599524021,0.017807225738396625,38.588343881856545,0.8739550757011665,0.8289714155704476,9.96423835005335,0.02173032425462397,4,1,0,0.0,0.5,19.541153714800203
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_005706.png,91.80474024261603,39.236871443094365,0.42739483055735517,0.3333794831223629,0.011135284810126583,0.0,0.0,0.0,0.0,0.49999999972768294,0.03517273206751055,-19.727920622362873,0.9131268615040953,0.881642105154298,11.52382070300412,0.02643852207546932,7,3,1,0.010027689873417721,0.21360759493670886,478.72258066668
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_005949.png,85.63175105485232,38.15584360426613,0.44558055966024745,0.3419106012658228,0.005445675105485232,0.0,0.0,0.0,0.0,0.49999999970805226,0.026358122362869198,-19.59825949367088,0.9175612228013568,0.8856282576321668,9.780404856902058,0.026496547119200423,6,2,1,0.009025580168776371,0.21360759493670886,203.61563665181825
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_006199.png,86.82254087552742,36.875862853091114,0.42472683290259006,0.3257779535864979,0.007707014767932489,0.029423786919831222,0.7243762850664507,0.23744066455696203,5.775816639102757,0.5000064350607785,0.03146756329113924,-17.657351002109706,0.922965841399851,0.8822499896583106,10.358824506556745,0.027987742990357403,5,0,1,0.011082542194092828,0.24841772151898733,283.690041264855
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_007101.png,94.9482924578059,67.38951730676307,0.709749648902168,0.5443895042194092,0.23912183544303797,0.20090321729957805,2.861784979078091,0.6940466772151899,9.833501378861671,0.5000138691161689,0.03537710970464135,49.158142141350226,0.7709263568296517,0.7761358794572681,15.649740349811935,0.014846902982778088,4,3,1,0.03323444092827004,0.7072784810126582,145.41448103567004
/home/kevin/Documents/Dev/ca-friend-foe-analysis/frames/hans_westmar/frame_007229.png,100.92463739451476,64.2092776723218,0.6362101392319747,0.484974947257384,0.23548259493670887,0.07703059071729958,1.4497698570134208,0.417246835443038,7.633005447850824,0.500008034477459,0.03573971518987342,14.63084783755275,0.7249020124927608,0.6746245449656656,14.742460206910545,0.015570142367416292,4,4,1,0.008076213080168777,0.2610759493670886,154.96428793312634
