accuracy,balanced_accuracy,precision_them,recall_them,f1_them,precision_us,recall_us,f1_us,cv_mean,cv_std
0.7954545454545454,0.7960662525879918,0.8181818181818182,0.782608695652174,0.8,0.7727272727272727,0.8095238095238095,0.7906976744186046,0.5966403162055336,0.10975360856002613
