accuracy,balanced_accuracy,precision_them,recall_them,f1_them,precision_us,recall_us,f1_us,cv_mean,cv_std
0.7213114754098361,0.6246770025839793,0.5384615384615384,0.3888888888888889,0.45161290322580644,0.7708333333333334,0.8604651162790697,0.8131868131868132,0.5638609072945598,0.10892777601424851
