feature,importance
edge_density,0.2874681862911627
contrast,0.19504089612710152
texture_contrast,0.10654987195683195
texture_homogeneity,0.09262787041434482
brightness_std,0.0894221292870487
vertical_symmetry,0.08274881190957505
center_brightness,0.03498230161296475
mean_brightness,0.02263451436225321
horizontal_symmetry,0.021756519519286255
high_key_ratio,0.021717903301965633
dark_regions_count,0.016362819798791783
bright_regions_count,0.015251020310890583
low_key_ratio,0.013437155107782924
